-3.4470037,-6.2564641,3.0985233
-3.3573901,-6.0854904,3.2936441
-3.2682706,-5.9070028,2.8365142
-3.1591485,-5.7404326,2.8252955
-3.0090964,-5.6116444,2.8140321
-2.8392572,-5.5047308,3.1557624
-2.6749987,-5.3932005,3.4615983
-2.5021949,-5.2977593,3.7041054
-2.3201906,-5.2157889,3.9641255
-2.1362631,-5.1408970,3.7115882
-1.9521942,-5.0669375,3.1955431
-1.7713893,-4.9831368,2.5830491
-1.5861560,-4.9163983,2.5728329
-1.3878109,-4.9021044,2.5625760
-1.1869353,-4.8964940,2.9355772
-0.9901243,-4.8841747,3.2637574
-0.7929085,-4.8781378,3.5595536
-0.5955691,-4.8846143,3.8304923
-0.3977405,-4.8997364,4.0815424
-0.2003838,-4.9151469,4.3161903
-0.0032282,-4.9321552,4.2490822
0.1926298,-4.9535308,3.7785966
0.3916809,-4.9746852,3.4094890
0.5857939,-5.0143602,3.1391524
0.7735020,-5.0791142,2.9879537
0.9614226,-5.1424307,2.3225798
1.1432392,-5.2313981,2.3133938
1.2621148,-5.3808863,2.3041711
1.3256387,-5.5719803,2.4523411
1.3996605,-5.7543684,2.8406327
1.4648467,-5.9419930,3.1793170
1.5105623,-6.1352063,3.1842378
1.5539239,-6.3269251,2.4041430
1.5855534,-6.5222603,2.3946344
1.5650681,-6.7189611,2.3850879
1.5291964,-6.9145756,2.2397327
1.4383176,-7.0890494,2.2308744
1.2861853,-7.2124092,2.2219807
1.1129128,-7.3099645,2.6459372
0.9311009,-7.3873167,3.0080469
0.7359089,-7.4313020,3.2294303
0.5383751,-7.4421478,3.3142788
0.3385722,-7.4472821,3.6055664
0.1411897,-7.4561788,3.8729491
-0.0571602,-7.4636567,4.1210980
-0.2556338,-7.4707304,4.3533180
-0.4538006,-7.4778416,4.5720507
-0.6519864,-7.4846749,4.7791612
-0.8505584,-7.4913894,4.9761135
-1.0488707,-7.4980306,5.1640817
-1.2468021,-7.5046665,5.3440254
-1.4450207,-7.5113977,5.5167408
-1.6428805,-7.5180932,5.4973395
-1.8411075,-7.5242833,5.0381378
-2.0399426,-7.5301064,4.5410370
-2.2380587,-7.5356721,4.0527332
-2.4349428,-7.5377325,3.4980730
-2.6353127,-7.5434329,2.8506707
-2.8361156,-7.5504166,2.6630236
-3.0274742,-7.5074405,2.5824594
-3.2061922,-7.4219626,2.5655078
-3.3769605,-7.3241384,2.2724562
-3.5168861,-7.1838958,2.2594931
-3.6115642,-7.0105952,2.2505567
-3.6287955,-6.8125631,2.2415846
-3.6023543,-6.6131780,2.6622904
-3.5435775,-6.4286335,3.0223273
-3.4470037,-6.2564641,3.0985233
